"Plant.Code","Plant.Name","State","Latitude","Longitude","DC","HB","ON","PN","RC","RT","NA"
1010,"Wabash River","IN","39.53","-87.424700000000001",0,0,1888467.956,0,0,0,50
1011,"Broadway (IN)","IN","37.969116","-87.604878999999997",0,0,0,0,0,0,7306
1012,"F B Culley","IN","37.911099999999998","-87.327500000000001",0,0,1532180.007,0,0,0,0
1013,"Northeast (IN)","IN","38.021099999999997","-87.517200000000003",0,0,0,0,0,0,108
1016,"Butler-Warner Generation Plant","NC","35.098599999999998","-78.829400000000007",0,0,0,0,0,0,14376
1020,"Manti Lower","UT","39.255910999999998","-111.62149100000001",0,0,0,0,0,0,1711
1024,"Crawfordsville Power Plant","IN","40.048889000000003","-86.899199999999993",0,0,0,0,0,0,21368
1032,"Logansport","IN","40.758857999999996","-86.360288999999995",0,0,0,0,0,0,114789
1037,"Peru (IN)","IN","40.755099999999999","-86.057500000000005",0,0,0,0,0,0,18
1038,"Rensselaer City Light Plant","IN","40.939528000000003","-87.154471999999998",0,0,0,0,0,0,6186
1040,"Whitewater Valley","IN","39.802799999999998","-84.895300000000006",0,0,0,0,0,0,45133
1043,"Frank E Ratts","IN","38.520099999999999","-87.266199999999998",0,0,0,0,0,0,600019.004
1046,"Dubuque","IA","42.503100000000003","-90.658610999999993",0,0,0,0,0,0,10992
1047,"Lansing","IA","43.335900000000002","-91.167500000000004",0,0,1325241.523,0,0,0,3634.47
1048,"Milton L Kapp","IA","41.808100000000003","-90.233610999999996",0,0,787812.997,0,0,0,0
1060,"Duane Arnold Energy Center","IA","42.101100000000002","-91.778099999999995",0,0,0,0,2076234,2076234,0
1067,"Iowa Hydro LLC","IA","42.069986999999998","-90.697657000000007",0,0,0,0,0,0,6310
1068,"Marshalltown","IA","42.047400000000003","-92.859443999999996",0,0,0,0,0,0,9729
1073,"Prairie Creek","IA","41.944038999999997","-91.639167",0,0,703370.002,0,0,0,0
1077,"Sutherland","IA","42.047333000000002","-92.859443999999996",0,0,0,0,30701,0,0
1079,"Coralville GT","IA","41.671877000000002","-91.563998999999995",0,0,0,0,0,0,-223
1081,"Riverside","IA","41.54","-90.448099999999997",0,0,635836.005,0,0,0,0
1082,"Walter Scott Jr Energy Center","IA","41.18","-95.840800000000002",0,0,5399731.194,0,5399731.194,0,0
1084,"River Hills","IA","41.590218","-93.619499000000005",0,0,0,0,0,0,551
1091,"George Neal North","IA","42.299793999999999","-96.361706999999996",0,0,3342136.964,0,0,0,0
1097,"Merle Parr","IA","43.0563","-92.693200000000004",0,0,0,0,0,0,7
1104,"Burlington (IA)","IA","40.741199999999999","-91.116667000000007",0,0,1122914.048,0,0,0,1010
1105,"Centerville","IA","40.747799999999998","-92.873056000000005",0,0,0,0,0,0,-597
1109,"Keokuk","IA","40.396500000000003","-91.371899999999997",0,0,0,0,0,0,869780
1120,"Algona","IA","43.073300000000003","-94.239199999999997",0,0,0,0,0,0,238
1121,"Alta Municipal Utilities","IA","42.673299999999998","-95.303899999999999",0,0,0,0,0,0,0
1122,"Ames Electric Services Power Plant","IA","42.025799999999997","-93.608900000000006",0,0,0,0,283170.002,0,0
1123,"Anita","IA","41.444400000000002","-94.768900000000002",0,0,0,0,0,0,27.44
1124,"Atlantic","IA","41.408999999999999","-95",0,0,0,0,0,0,79
1125,"Bancroft","IA","43.292628000000001","-94.217074999999994",0,0,0,0,0,0,2
1126,"Bellevue","IA","42.25","-90.416700000000006",0,0,0,0,0,0,9
1127,"Bloomfield","IA","40.703099999999999","-92.425299999999993",0,0,0,0,0,0,56
1128,"Brooklyn","IA","41.727800000000002","-92.447900000000004",0,0,0,0,0,0,7
1129,"Cascade","IA","42.227499999999999","-91.113738999999995",0,0,0,0,0,0,11
1130,"Gas Turbine (IA)","IA","42.512","-92.475999999999999",0,0,0,0,0,0,967
1131,"Streeter Station","IA","42.526699999999998","-92.439400000000006",0,0,0,0,0,0,13714
1132,"Coggon","IA","42.292499999999997","-91.558099999999996",0,0,0,0,0,0,0
1134,"Corning","IA","40.973999999999997","-94.766900000000007",0,0,0,0,0,0,31
1135,"Dayton (IA)","IA","42.252499999999998","-94.058099999999996",0,0,0,0,0,0,18
1137,"Estherville","IA","43.402799999999999","-94.843299999999999",0,0,0,0,0,0,157
1138,"Forest City Light Plant","IA","43.263235000000002","-93.635383000000004",0,0,0,0,0,0,223
1141,"Gowrie","IA","42.274514000000003","-94.270195000000001",0,0,0,0,0,0,10
1142,"Graettinger","IA","43.239699999999999","-94.749799999999993",0,0,0,0,0,0,27
1143,"Grand Junction","IA","42.029600000000002","-94.369900000000001",0,0,0,0,0,0,9.8
1144,"Greenfield","IA","41.303888999999998","-94.460555999999997",0,0,0,0,0,0,16
1145,"Grundy Center City Light Plant","IA","42.363093999999997","-92.772322000000003",0,0,0,0,0,0,96
1146,"Harlan","IA","41.644542000000001","-95.315282999999994",0,0,0,0,0,0,4
1150,"Indianola","IA","41.359490999999998","-93.563267999999994",0,0,0,0,0,0,-703
1153,"Lake Park","IA","43.430100000000003","-95.315299999999993",0,0,0,0,0,0,37
1154,"Lake Mills","IA","43.417200000000001","-93.532200000000003",0,0,0,0,0,0,52
1155,"Lamoni Municipal Utilities","IA","40.622","-93.932599999999994",0,0,0,0,0,0,250
1156,"La Porte","IA","42.319400000000002","-92.196700000000007",0,0,0,0,0,0,122
1157,"Laurens","IA","42.848599999999998","-94.8506",0,0,0,0,0,0,73
1158,"Lenox","IA","40.880000000000003","-94.558899999999994",0,0,0,0,0,0,55
1160,"Manning","IA","41.906700000000001","-95.034700000000001",0,0,0,0,0,0,-71
1162,"Maquoketa 1","IA","42.035556","-90.665000000000006",0,0,0,0,0,0,-720
1163,"McGregor","IA","43.023733","-91.174926999999997",0,0,0,0,0,0,7
1164,"Milford","IA","43.326082999999997","-95.148339000000007",0,0,0,0,0,0,40
1165,"Montezuma","IA","41.586025999999997","-92.522800000000004",0,0,0,0,0,0,229
1166,"Mt Pleasant","IA","40.974200000000003","-91.562200000000004",0,0,0,0,0,0,608
1167,"Muscatine Plant #1","IA","41.3917","-91.056899999999999",0,0,958600.004,0,0,0,0
1168,"New Hampton","IA","43.068899999999999","-92.320099999999996",0,0,0,0,0,0,486
1169,"Ogden","IA","42.037199999999999","-94.046199999999999",0,0,0,0,0,0,-57
1172,"Osage (IA)","IA","43.279722","-92.810556000000005",0,0,0,0,0,0,5060
1173,"Ottumwa City of","IA","41.016345999999999","-92.414873",0,0,0,0,0,0,2515
1176,"Preston (IA)","IA","42.066099999999999","-90.391099999999994",0,0,0,0,0,0,0
1177,"Primghar","IA","43.087130000000002","-95.625960000000006",0,0,0,0,0,0,0
1180,"Rockford","IA","43.052999999999997","-92.959721999999999",0,0,0,0,0,0,6.86
1181,"Rock Rapids","IA","43.429443999999997","-96.169166000000004",0,0,0,0,0,0,21
1184,"Sibley One","IA","43.405000000000001","-95.726100000000002",0,0,0,0,0,0,62
1186,"Spencer Gas Turbine","IA","43.144584999999999","-95.144256999999996",0,0,0,0,0,0,170
1187,"State Center","IA","42.016669999999998","-93.163330000000002",0,0,0,0,0,0,62
1188,"Story City","IA","42.186076","-93.600479000000007",0,0,0,0,0,0,51
1190,"Stuart (IA)","IA","41.503889000000001","-94.3172",0,0,0,0,0,0,3
1191,"Sumner","IA","42.846400000000003","-92.097800000000007",0,0,0,0,0,0,26
1192,"Traer Main","IA","42.192599999999999","-92.4636",0,0,0,0,0,0,-65
1193,"Villisca Municipal Power Plant","IA","40.955599999999997","-94.975800000000007",0,0,0,0,0,0,12
1194,"Vinton","IA","42.169699999999999","-92.022199999999998",0,0,0,0,0,0,-242
1198,"Webster City","IA","42.471021999999998","-93.814989999999995",0,0,0,0,0,0,35
1199,"West Bend","IA","42.961151000000001","-94.445573999999993",0,0,0,0,0,0,35
1200,"West Liberty","IA","41.569127999999999","-91.264049999999997",0,0,0,0,0,0,290
1201,"Whittemore","IA","43.064444000000002","-94.421943999999996",0,0,0,0,0,0,0
1202,"Wilton","IA","41.587747999999998","-91.019456000000005",0,0,0,0,0,0,59
1203,"Winterset","IA","41.3215","-94.021900000000002",0,0,0,0,0,0,72
1206,"Summit Lake","IA","41.113599999999998","-94.347200000000001",0,0,0,0,0,0,6418
1217,"Earl F Wisdom","IA","43.160600000000002","-95.256900000000002",0,0,0,0,0,0,14317
1224,"Bird City","KS","39.758099999999999","-101.53189999999999",0,0,0,0,0,0,0
1225,"Colby","KS","39.403001000000003","-101.038202",0,0,0,0,0,0,0
1230,"Cimarron River","KS","37.161099999999998","-100.7619",0,0,0,0,0,0,29818
1233,"Fort Dodge","KS","37.732799999999997","-99.949700000000007",0,0,0,0,257372,0,0
1235,"Great Bend - Sunflower","KS","38.409999999999997","-98.868899999999996",0,0,0,0,0,0,4739
1239,"Riverton","KS","37.072615999999996","-94.698704000000006",0,0,0,0,0,0,117176
1240,"Gordon Evans Energy Center","KS","37.790300000000002","-97.521666999999994",0,0,0,0,0,0,342150
1241,"La Cygne","KS","38.348100000000002","-94.645600000000002",0,0,0,7919393.82,0,0,20389.204
1242,"Murray Gill","KS","37.596699999999998","-97.413611000000003",0,0,0,0,0,0,89345
1248,"Hutchinson Energy Center","KS","38.090600000000002","-97.874722000000006",0,0,0,0,33888,0,12909
1250,"Lawrence Energy Center","KS","39.007199999999997","-95.269166999999996",0,0,0,0,0,0,3673823.991
1252,"Tecumseh Energy Center","KS","39.053899999999999","-95.568888999999999",0,0,0,0,0,0,1328608.042
1258,"Anthony","KS","37.151699999999998","-98.031099999999995",0,0,0,0,0,0,786
1259,"Ashland","KS","37.193787","-99.763073000000006",0,0,0,0,0,0,98
1261,"Augusta Electric Plant No 1","KS","37.678454000000002","-96.97193",0,0,0,0,0,0,-258
1262,"Baldwin City Plant No 1","KS","38.789700000000003","-95.204999999999998",0,0,0,0,0,0,38
1263,"Belleville","KS","39.808100000000003","-97.650499999999994",0,0,0,0,0,0,305
1264,"Beloit","KS","39.457799999999999","-98.112200000000001",0,0,0,0,0,0,1148
1265,"Burlingame","KS","38.763300000000001","-95.852800000000002",0,0,0,0,0,0,35
1266,"Burlington (KS)","KS","38.193179000000001","-95.749510000000001",0,0,0,0,0,0,103.88
1268,"Chanute 2","KS","37.695300000000003","-95.458600000000004",0,0,0,0,0,0,2622
1270,"Clay Center","KS","39.373966000000003","-97.127211000000003",0,0,0,0,0,0,0
1271,"Coffeyville","KS","37.037343999999997","-95.612689000000003",0,0,0,0,0,0,14232
1272,"Colby City of","KS","39.394413999999998","-101.05837200000001",0,0,0,0,0,0,58
1274,"Ellinwood","KS","38.355556","-98.580600000000004",0,0,0,0,0,0,22
1276,"Erie","KS","37.566809999999997","-95.237499",0,0,0,0,0,0,15
1278,"Garnett Municipal","KS","38.285800000000002","-95.259399999999999",0,0,0,0,0,0,0
1279,"Girard","KS","37.507708999999998","-94.839318000000006",0,0,0,0,0,0,215
1280,"Goodland","KS","39.341622000000001","-101.70518800000001",0,0,0,0,0,0,-1557
1283,"Herington","KS","38.672800000000002","-96.941100000000006",0,0,0,0,0,0,0
1285,"Hill City","KS","39.378100000000003","-99.823899999999995",0,0,0,0,0,0,0
1286,"Hoisington","KS","38.527500000000003","-98.775800000000004",0,0,0,0,0,0,9
1287,"Holton","KS","39.473500000000001","-95.731549999999999",0,0,0,0,0,0,-338
1291,"Iola","KS","37.923076000000002","-95.425572000000003",0,0,0,0,0,0,1038
1292,"Jetmore","KS","38.085299999999997","-99.898899999999998",0,0,0,0,0,0,0
1295,"Quindaro","KS","39.1492","-94.638099999999994",0,0,1071102.982,0,0,0,1353
1296,"Kingman Municipal Power and Light Plant","KS","37.383110000000002","-98.070363999999998",0,0,0,0,0,0,3305
1297,"La Crosse","KS","38.531666999999999","-99.308333000000005",0,0,0,0,0,0,23
1299,"Larned","KS","38.179721999999998","-99.112499999999997",0,0,0,0,0,0,-300
1300,"Lincoln","KS","39.040799999999997","-98.147199999999998",0,0,0,0,0,0,177
1305,"McPherson 2","KS","38.363410999999999","-97.683350000000004",0,0,0,0,0,0,8160
1307,"Minneapolis City of","KS","39.119399999999999","-97.708600000000004",0,0,0,0,0,0,317
1308,"Mulvane Power Plant","KS","37.472448","-97.246748999999994",0,0,0,0,0,0,0
1313,"Osage City","KS","38.640599999999999","-95.818600000000004",0,0,0,0,0,0,-155
1314,"Osawatomie City of","KS","38.504199999999997","-94.977500000000006",0,0,0,0,0,0,2
1315,"Osborne","KS","39.441979000000003","-98.690296000000004",0,0,0,0,0,0,13
1316,"Ottawa","KS","38.615578999999997","-95.279741999999999",0,0,0,0,0,0,-328
1317,"Pratt","KS","37.635899999999999","-98.743300000000005",0,0,0,0,0,0,2659
1319,"Russell Downtown","KS","38.893332999999998","-98.856943999999999",0,0,0,0,0,0,410
1320,"Sabetha Power Plant","KS","39.904921999999999","-95.803366999999994",0,0,0,0,0,0,-643
1321,"St Francis","KS","39.773600000000002","-101.8122",0,0,0,0,0,0,0
1322,"St John","KS","38.008299999999998","-98.763300000000001",0,0,0,0,0,0,29
1324,"Sharon Spring","KS","38.8917","-101.74809999999999",0,0,0,0,0,0,0
1325,"Stafford","KS","37.955300000000001","-98.592799999999997",0,0,0,0,0,0,0
1326,"Sterling","KS","38.202500000000001","-98.198599999999999",0,0,0,0,0,0,60
1327,"Stockton","KS","39.377200000000002","-99.294700000000006",0,0,0,0,0,0,-135
1328,"Wamego","KS","39.199199999999998","-96.308599999999998",0,0,0,0,0,0,-328
1329,"Washington","KS","39.818899999999999","-97.055599999999998",0,0,0,0,0,0,24
1330,"Wellington 1","KS","37.261372000000001","-97.405699999999996",0,0,0,0,0,0,81
1332,"West 14th Street","KS","37.235399999999998","-97.010999999999996",0,0,0,0,0,0,247
1336,"Garden City","KS","37.970300000000002","-100.8956",0,0,0,0,10147,0,20616
1353,"Big Sandy","KY","38.170699999999997","-82.617599999999996",0,0,0,0,0,0,4708473.025
1354,"Dix Dam","KY","37.7864","-84.702799999999996",0,0,0,0,0,0,72287
1355,"E W Brown","KY","37.788310000000003","-84.712569999999999",0,0,0,0,2635917.042,0,506806.999
1356,"Ghent","KY","38.749699999999997","-85.034999999999997",0,0,0,0,12606171.663,0,0
1357,"Green River","KY","37.363599999999998","-87.121399999999994",0,0,1027825.996,0,0,0,0
1358,"Haefling","KY","38.0794","-84.519400000000005",0,0,0,0,0,0,736
1359,"Mother Ann Lee","KY","37.829700000000003","-84.724699999999999",0,0,0,0,0,0,7744
1363,"Cane Run","KY","38.183100000000003","-85.889200000000002",0,0,2503871.968,0,0,0,-143
1364,"Mill Creek (KY)","KY","38.052500000000002","-85.910300000000007",0,0,4357554.4845,0,4357554.4845,0,0
1365,"Ohio Falls","KY","38.283200000000001","-85.779200000000003",0,0,0,0,0,0,271888
1366,"Paddys Run","KY","38.223591999999996","-85.841703999999993",0,0,0,0,0,0,104607
1368,"Zorn","KY","38.280278000000003","-85.702331000000001",0,0,0,0,0,0,78
1371,"Barkley","KY","37.021700000000003","-88.221100000000007",0,0,0,0,0,0,601111
1374,"Elmer Smith","KY","37.794199999999996","-87.0608",0,0,2370188.216,0,0,0,597.779
1376,"Paris (KY)","KY","38.204900000000002","-84.238299999999995",0,0,0,0,0,0,1039
1377,"Kentucky Dam","KY","37.013100000000001","-88.269199999999998",0,0,0,0,0,0,1238564
1378,"Paradise","KY","37.260800000000003","-86.978300000000004",0,0,0,0,13334680.439,0,0
1379,"Shawnee","KY","37.151699999999998","-88.775000000000006",0,0,7030667.029,0,0,0,0
1380,"Wolf Creek","KY","36.869100000000003","-85.147000000000006",0,0,0,0,0,0,880013
1381,"Kenneth C Coleman","KY","37.963099999999997","-86.7911",0,0,1064462.046,0,0,0,0
1382,"HMP&L Station Two Henderson","KY","37.646900000000002","-87.502799999999993",0,0,0,0,2302384.018,0,0
1383,"Robert A Reid","KY","37.646099999999997","-87.501900000000006",0,0,0,0,0,0,200569.998
1384,"Cooper","KY","36.998100000000001","-84.591899999999995",0,0,0,0,0,0,1029439.997
1385,"Dale","KY","37.880600000000001","-84.261899999999997",0,0,16062,0,0,0,0
1391,"Louisiana 1","LA","30.4922","-91.186400000000006",0,0,0,0,0,0,3032415.985
1393,"R S Nelson","LA","30.284400000000002","-93.2911",0,0,0,0,5023290.948,0,0
1394,"Willow Glen","LA","30.2743","-91.116399999999999",0,0,1016421.022,0,0,0,0
1396,"Coughlin Power Station","LA","30.843900000000001","-92.261111",0,0,0,1635399,0,0,0
1400,"Teche","LA","29.822222","-91.542500000000004",0,0,0,122909,0,0,8854
1401,"Buras","LA","29.359145000000002","-89.537263999999993",0,0,0,0,0,0,3781
1402,"Little Gypsy","LA","30.005067","-90.461693999999994",0,0,1423842,0,0,0,0
1403,"Nine Mile Point","LA","29.947199999999999","-90.145799999999994",0,0,4103202,0,0,0,0
1404,"Sterlington","LA","32.704700000000003","-92.0792",0,0,0,0,10814,0,0
1409,"Michoud","LA","30.008099999999999","-89.937200000000004",0,0,2002948,0,0,0,0
1416,"Arsenal Hill","LA","32.518099999999997","-93.761099999999999",0,0,0,30010,0,0,0
1417,"Lieberman","LA","32.704700000000003","-93.959699999999998",0,0,0,63315,0,0,0
1435,"Franklin (LA)","LA","29.822222","-91.542500000000004",0,0,0,0,0,0,13
1439,"Houma","LA","29.5806","-90.722499999999997",0,0,0,0,0,0,14111
1443,"Louis Doc Bonin","LA","30.238038","-92.046263999999994",0,0,0,0,0,0,-2998
1447,"Minden","LA","32.604638999999999","-93.294354999999996",0,0,0,0,0,0,408
1449,"Morgan City","LA","29.691435999999999","-91.188491999999997",0,0,0,0,0,0,5134
1453,"New Roads","LA","30.726111","-91.368333000000007",0,0,0,0,0,0,115
1455,"Plaquemine","LA","30.273333000000001","-91.256699999999995",0,0,0,0,0,0,1110
1456,"Rayne","LA","30.2044","-92.248599999999996",0,0,0,0,0,0,4
1464,"Big Cajun 1","LA","30.6739","-91.355599999999995",0,0,0,0,21082,0,18278
1466,"Bar Harbor","ME","44.381700000000002","-68.286900000000003",0,0,0,0,0,0,163
1468,"Eastport","ME","44.913600000000002","-67.003299999999996",0,0,0,0,0,0,187
1469,"Ellsworth Hydro Station","ME","44.544199999999996","-68.430599999999998",0,0,0,0,0,0,35708
1472,"Howland Hydro Station","ME","45.238599999999998","-68.657200000000003",0,0,0,0,0,0,5271
1474,"Medway","ME","45.607799999999997","-68.544399999999996",0,0,0,0,0,0,173
1475,"Milford Hydro Station","ME","44.942064000000002","-68.645039999999995",0,0,0,0,0,0,40933
1478,"Stillwater Hydro Station","ME","44.909399999999998","-68.683300000000003",0,0,0,0,0,0,10782
1480,"Androscoggin 3","ME","44.135331999999998","-70.201498999999998",0,0,0,0,0,0,31136
1481,"Bar Mills","ME","43.613599999999998","-70.552499999999995",0,0,0,0,0,0,11522
1482,"Bonny Eagle","ME","43.687688000000001","-70.611553000000001",0,0,0,0,0,0,47051
1483,"Brunswick Hydro","ME","43.920485999999997","-69.967819000000006",0,0,0,0,0,0,99631
1484,"Cape Gas Turbine","ME","43.643599999999999","-70.254400000000004",0,0,0,0,0,0,1841
1486,"Cataract Hydro","ME","43.495600000000003","-70.447199999999995",0,0,0,0,0,0,37579
1487,"Continental Mills","ME","44.092001000000003","-70.221923000000004",0,0,0,0,0,0,0
1488,"Deer Rips","ME","44.134571999999999","-70.203715000000003",0,0,0,0,0,0,37602
1491,"Gulf Island","ME","44.152853999999998","-70.209378000000001",0,0,0,0,0,0,141869
1492,"Harris Hydro","ME","45.459200000000003","-69.865799999999993",0,0,0,0,0,0,207992
1493,"Hiram","ME","43.852499999999999","-70.796899999999994",0,0,0,0,0,0,49619
1497,"Messalonskee 2 (Oakland)","ME","44.548544","-69.710403999999997",0,0,0,0,0,0,13486
1498,"Messalonskee 3","ME","44.569871999999997","-69.681841000000006",0,0,0,0,0,0,7661
1500,"Messalonskee 5","ME","44.534396999999998","-69.652231999999998",0,0,0,0,0,0,7209
1501,"North Gorham","ME","43.802517000000002","-70.449920000000006",0,0,0,0,0,0,10404
1504,"Shawmut","ME","44.629517","-69.583527000000004",0,0,0,0,0,0,54169
1505,"Skelton","ME","43.570799999999998","-70.558300000000003",0,0,0,0,0,0,66764
1507,"William F Wyman","ME","43.750799999999998","-70.156700000000001",0,0,253188.001,0,0,0,0
1508,"West Buxton","ME","43.666870000000003","-70.602125000000001",0,0,0,0,0,0,28930
1509,"Weston Hydro","ME","44.763874999999999","-69.718279999999993",0,0,0,0,0,0,86942
1510,"Williams Hydro","ME","44.9589","-69.8703",0,0,0,0,0,0,94155
1511,"Wyman Hydro","ME","45.070300000000003","-69.906400000000005",0,0,0,0,0,0,384448
1513,"Caribou Generation Station","ME","46.847999999999999","-68.002600000000001",0,0,0,0,0,0,4413
1516,"Squa Pan Hydro Station","ME","46.556477000000001","-68.325537999999995",0,0,0,0,0,0,1030
1552,"C P Crane","MD","39.323604000000003","-76.365119000000007",0,0,491179.003,0,0,0,2948
1553,"Gould Street","MD","39.266300000000001","-76.604699999999994",0,0,17572,0,0,0,0
1554,"Herbert A Wagner","MD","39.178100000000001","-76.526799999999994",0,0,1375588.043,0,0,0,3794
1555,"Notch Cliff","MD","39.421700000000001","-76.508700000000005",0,0,0,0,0,0,7430
1556,"Perryman","MD","39.442836","-76.221761000000001",0,0,0,0,0,0,116870
1557,"Philadelphia","MD","39.2986","-76.563599999999994",0,0,0,0,0,0,13387
1559,"Riverside (MD)","MD","39.236899999999999","-76.513300000000001",0,0,0,0,0,0,22493
1560,"Westport","MD","39.271900000000002","-76.618600000000001",0,0,0,0,0,0,6204
1563,"Crisfield","MD","37.9833","-75.833299999999994",0,0,0,0,0,0,2243
1564,"Vienna Operations","MD","38.4878","-75.820800000000006",0,0,0,0,14871,0,712
1567,"Deep Creek","MD","39.523000000000003","-79.412999999999997",0,0,0,0,0,0,20876
1571,"Chalk Point LLC","MD","38.544400000000003","-76.686099999999996",0,0,1456733.9785,0,1456733.9785,0,60163
1572,"Dickerson","MD","39.209699999999998","-77.464399999999998",0,0,1189286.984,0,0,0,77640
1573,"Morgantown Generating Plant","MD","38.359200000000001","-76.976699999999994",0,0,6134203.016,0,0,0,47098
1574,"Conowingo","MD","39.657200000000003","-76.175200000000004",0,0,0,0,0,0,1594647
1580,"Easton","MD","38.778599999999997","-76.076899999999995",0,0,0,0,0,0,4961
1586,"Exelon Framingham LLC","MA","42.267200000000003","-71.398300000000006",0,0,0,0,0,0,2769
1587,"Exelon L Street","MA","42.339199999999998","-71.035300000000007",0,0,0,0,0,0,811
1588,"Mystic Generating Station","MA","42.390799999999999","-71.067499999999995",1624933,0,214435,0,0,0,703
1590,"Pilgrim Nuclear Power Station","MA","41.943800000000003","-70.578000000000003",0,0,5769154,0,0,0,0
1592,"Exelon Medway LLC","MA","42.140028000000001","-71.446440999999993",0,0,0,0,0,0,7776
1595,"Kendall Square Station","MA","42.363300000000002","-71.0792",0,0,0,0,0,0,1579727.011
1597,"Oak Bluffs Diesel Generating Facility","MA","41.450800000000001","-70.554699999999997",0,0,0,0,0,0,178
1599,"Canal","MA","41.769399999999997","-70.509699999999995",0,0,373544.002,0,0,0,0
1603,"Boatlock","MA","42.208599999999997","-72.601399999999998",0,0,0,0,0,0,12059
1604,"Chemical","MA","42.191899999999997","-72.609700000000004",0,0,0,0,0,0,3602
1605,"Hadley Falls","MA","42.2119","-72.6036",0,0,0,0,0,0,98741
1606,"Mount Tom","MA","42.2806","-72.605500000000006",0,0,0,0,0,0,5236
1607,"Riverside Holyoke","MA","42.200592","-72.594431999999998",0,0,0,0,0,0,33433
1615,"Nantucket","MA","41.258299999999998","-70.051699999999997",0,0,0,0,0,0,168
1619,"Brayton Point","MA","41.710299999999997","-71.193100000000001",0,0,0,0,2717648.991,0,0
1620,"Deerfield 5","MA","42.691180000000003","-72.956100000000006",0,0,0,0,0,0,53059
1626,"Salem Harbor","MA","42.525599999999997","-70.877200000000002",0,0,0,0,0,0,259756.004
1629,"Cabot","MA","42.587499999999999","-72.579300000000003",0,0,0,0,0,0,330568
1630,"Cobble Mountain","MA","42.117111999999999","-72.864662999999993",0,0,0,0,0,0,19131
1631,"Doreen","MA","42.443300000000001","-73.205799999999996",0,0,0,0,0,0,215
1634,"Gardners Falls","MA","42.5914","-72.730800000000002",0,0,0,0,0,0,1213
1637,"Putts Bridge","MA","42.157896000000001","-72.486429999999999",0,0,0,0,0,0,14273
1638,"Redbridge","MA","42.176046999999997","-72.409520999999998",0,0,0,0,0,0,8595
1642,"NAEA Energy Massachusetts LLC","MA","42.094999999999999","-72.594999999999999",0,0,5712.022,0,0,0,38512.978
1643,"Woodland Road","MA","42.336215000000003","-73.235485999999995",0,0,0,0,0,0,126
1660,"Potter Station 2","MA","42.234999999999999","-70.967200000000005",0,0,0,0,0,0,80481
1670,"High Street Station","MA","42.698599999999999","-70.869699999999995",0,0,0,0,0,0,619
1678,"Waters River","MA","42.542949","-70.928314",0,0,0,0,0,0,10647
1682,"Cleary Flood","MA","41.865299999999998","-71.106099999999998",0,0,5163,0,437.849,0,134123.15
1693,"Alcona","MI","44.561960999999997","-83.804505000000006",0,0,0,0,0,0,30711
1694,"Allegan Dam","MI","42.563803","-85.953975999999997",0,0,0,0,0,0,13444
1695,"B C Cobb","MI","43.258768000000003","-86.242267999999996",0,0,0,0,0,0,1888680.008
1698,"C W Tippy","MI","44.259135000000001","-85.939565000000002",0,0,0,0,0,0,68329
1700,"Cooke","MI","44.472624000000003","-83.571946999999994",0,0,0,0,0,0,29612
1701,"Croton","MI","43.437322000000002","-85.664462",0,0,0,0,0,0,25964
1702,"Dan E Karn","MI","43.644995999999999","-83.840074000000001",0,0,1579391,0,448983.3,0,20131.66
1704,"Five Channels","MI","44.455517999999998","-83.676274000000006",0,0,0,0,0,0,24376
1705,"Foote","MI","44.435381","-83.440721999999994",0,0,0,0,0,0,30345
1706,"Gaylord - Consumers","MI","45.0306","-84.703900000000004",0,0,0,0,0,0,11373
1707,"Hardy","MI","43.486618","-85.629866000000007",0,0,0,0,0,0,108301
1708,"Hodenpyl","MI","44.362859999999998","-85.819968000000003",0,0,0,0,0,0,55117
1710,"J H Campbell","MI","42.910296000000002","-86.200739999999996",0,0,0,0,0,0,8591310.967
1712,"Loud","MI","44.463099999999997","-83.720799999999997",0,0,0,0,0,0,17766
1713,"Ludington","MI","43.894199999999998","-86.444699999999997",0,0,0,0,0,0,-700889
1714,"Mio","MI","44.661113999999998","-84.131691000000004",0,0,0,0,0,0,16325
1715,"Palisades","MI","42.323","-86.314599999999999",0,0,0,0,5822926,0,0
1716,"Rogers","MI","43.613000999999997","-85.479468999999995",0,0,0,0,0,0,25367
1718,"Straits","MI","45.766858999999997","-84.756601000000003",0,0,0,0,0,0,2606
1719,"Thetford","MI","43.156745999999998","-83.628589000000005",0,0,0,0,0,0,-795
1720,"J C Weadock","MI","43.639927","-83.844712000000001",0,0,0,0,0,0,1710906.971
1722,"Webber","MI","42.952800000000003","-84.902500000000003",0,0,0,0,0,0,11249
1723,"J R Whiting","MI","41.792113999999998","-83.449479999999994",0,0,0,0,0,0,1818778.956
1725,"Colfax","MI","42.658653000000001","-84.095180999999997",0,0,0,0,0,0,71
1728,"Delray","MI","42.294699999999999","-83.101900000000001",0,0,0,0,0,0,12639
1729,"Fermi","MI","41.963099999999997","-83.258099999999999",0,0,0,0,7792130,0,1303
1730,"Hancock","MI","42.549700000000001","-83.442499999999995",0,0,0,0,0,0,6482
1733,"Monroe (MI)","MI","41.890599999999999","-83.346400000000003",0,0,0,0,0,0,15294861.534
1734,"Northeast (MI)","MI","42.45","-83.0381",0,0,0,0,0,0,490
1735,"Oliver","MI","43.8264","-83.238299999999995",0,0,0,0,0,0,-379
1737,"Placid 12","MI","42.710599999999999","-83.456900000000005",0,0,0,0,0,0,173
