"Plant.Code","Plant.Name","State","Latitude","Longitude","total.consumption"
2393,"Gilbert","NJ","40.565832999999998","-75.163888999999998",8216525.268
2398,"Bergen Generating Station","NJ","40.837499999999999","-74.0244",9944531747.612
2406,"PSEG Linden Generating Station","NJ","40.621699999999997","-74.2072",6590666153.111
2442,"Four Corners","NM","36.69","-108.48139999999999",121273337279.85
2444,"Rio Grande","NM","31.8047","-106.5472",732270951
2446,"Maddox","NM","32.714224000000002","-103.301469",124344518
2450,"Reeves","NM","35.170999999999999","-106.6019",69022629
2451,"San Juan","NM","36.800600000000003","-108.43859999999999",15249934904
2454,"Cunningham","NM","32.713099999999997","-103.3533",1280880776
2465,"Animas","NM","36.725138000000001","-108.19202",28244531
2493,"East River","NY","40.728099999999998","-73.974199999999996",336512085.856
2539,"Bethlehem Energy Center","NY","42.594195999999997","-73.763751999999997",1347523254
2682,"S A Carlson","NY","42.093299999999999","-79.247799999999998",205825970
2706,"Asheville","NC","35.473100000000002","-82.541700000000006",6044203958.174
2712,"Roxboro","NC","36.4833","-79.073099999999997",60567290316.61
2720,"Buck","NC","35.713299999999997","-80.3767",685484604
2721,"James E. Rogers Energy Complex","NC","35.22","-81.759399999999999",16248420736.416
2723,"Dan River","NC","36.486199999999997","-79.720799999999997",710427432
2823,"Milton R Young","ND","47.065854000000002","-101.213093",18204620143.856
