"Plant.Id","total.gen","Plant.Name","State","Latitude","Longitude"
1366,104607,"Paddys Run","KY","38.223591999999996","-85.841703999999993"
1368,78,"Zorn","KY","38.280278000000003","-85.702331000000001"
1371,601111,"Barkley","KY","37.021700000000003","-88.221100000000007"
1374,2370785.995,"Elmer Smith","KY","37.794199999999996","-87.0608"
1376,1039,"Paris (KY)","KY","38.204900000000002","-84.238299999999995"
1377,1238564,"Kentucky Dam","KY","37.013100000000001","-88.269199999999998"
1378,13334680.439,"Paradise","KY","37.260800000000003","-86.978300000000004"
1379,7030667.029,"Shawnee","KY","37.151699999999998","-88.775000000000006"
1380,880013,"Wolf Creek","KY","36.869100000000003","-85.147000000000006"
1381,1064462.046,"Kenneth C Coleman","KY","37.963099999999997","-86.7911"
1382,2302384.018,"HMP&L Station Two Henderson","KY","37.646900000000002","-87.502799999999993"
1383,200569.998,"Robert A Reid","KY","37.646099999999997","-87.501900000000006"
1384,1029439.997,"Cooper","KY","36.998100000000001","-84.591899999999995"
1385,16062,"Dale","KY","37.880600000000001","-84.261899999999997"
1391,3032415.985,"Louisiana 1","LA","30.4922","-91.186400000000006"
1393,5023290.948,"R S Nelson","LA","30.284400000000002","-93.2911"
1394,1016421.022,"Willow Glen","LA","30.2743","-91.116399999999999"
1396,1635399,"Coughlin Power Station","LA","30.843900000000001","-92.261111"
1400,131763,"Teche","LA","29.822222","-91.542500000000004"
1401,3781,"Buras","LA","29.359145000000002","-89.537263999999993"
1402,1423842,"Little Gypsy","LA","30.005067","-90.461693999999994"
1403,4103202,"Nine Mile Point","LA","29.947199999999999","-90.145799999999994"
1404,10814,"Sterlington","LA","32.704700000000003","-92.0792"
1409,2002948,"Michoud","LA","30.008099999999999","-89.937200000000004"
1416,30010,"Arsenal Hill","LA","32.518099999999997","-93.761099999999999"
1417,63315,"Lieberman","LA","32.704700000000003","-93.959699999999998"
1435,13,"Franklin (LA)","LA","29.822222","-91.542500000000004"
1439,14111,"Houma","LA","29.5806","-90.722499999999997"
1443,-2998,"Louis Doc Bonin","LA","30.238038","-92.046263999999994"
1447,408,"Minden","LA","32.604638999999999","-93.294354999999996"
1449,5134,"Morgan City","LA","29.691435999999999","-91.188491999999997"
1453,115,"New Roads","LA","30.726111","-91.368333000000007"
1455,1110,"Plaquemine","LA","30.273333000000001","-91.256699999999995"
1456,4,"Rayne","LA","30.2044","-92.248599999999996"
1464,39360,"Big Cajun 1","LA","30.6739","-91.355599999999995"
1466,163,"Bar Harbor","ME","44.381700000000002","-68.286900000000003"
1468,187,"Eastport","ME","44.913600000000002","-67.003299999999996"
1469,35708,"Ellsworth Hydro Station","ME","44.544199999999996","-68.430599999999998"
1472,5271,"Howland Hydro Station","ME","45.238599999999998","-68.657200000000003"
1474,173,"Medway","ME","45.607799999999997","-68.544399999999996"
1475,40933,"Milford Hydro Station","ME","44.942064000000002","-68.645039999999995"
1478,10782,"Stillwater Hydro Station","ME","44.909399999999998","-68.683300000000003"
1480,31136,"Androscoggin 3","ME","44.135331999999998","-70.201498999999998"
1481,11522,"Bar Mills","ME","43.613599999999998","-70.552499999999995"
1482,47051,"Bonny Eagle","ME","43.687688000000001","-70.611553000000001"
1483,99631,"Brunswick Hydro","ME","43.920485999999997","-69.967819000000006"
1484,1841,"Cape Gas Turbine","ME","43.643599999999999","-70.254400000000004"
1486,37579,"Cataract Hydro","ME","43.495600000000003","-70.447199999999995"
1487,0,"Continental Mills","ME","44.092001000000003","-70.221923000000004"
1488,37602,"Deer Rips","ME","44.134571999999999","-70.203715000000003"
1491,141869,"Gulf Island","ME","44.152853999999998","-70.209378000000001"
1492,207992,"Harris Hydro","ME","45.459200000000003","-69.865799999999993"
1493,49619,"Hiram","ME","43.852499999999999","-70.796899999999994"
1497,13486,"Messalonskee 2 (Oakland)","ME","44.548544","-69.710403999999997"
1498,7661,"Messalonskee 3","ME","44.569871999999997","-69.681841000000006"
1500,7209,"Messalonskee 5","ME","44.534396999999998","-69.652231999999998"
1501,10404,"North Gorham","ME","43.802517000000002","-70.449920000000006"
1504,54169,"Shawmut","ME","44.629517","-69.583527000000004"
1505,66764,"Skelton","ME","43.570799999999998","-70.558300000000003"
1507,253188.001,"William F Wyman","ME","43.750799999999998","-70.156700000000001"
1508,28930,"West Buxton","ME","43.666870000000003","-70.602125000000001"
1509,86942,"Weston Hydro","ME","44.763874999999999","-69.718279999999993"
1510,94155,"Williams Hydro","ME","44.9589","-69.8703"
1511,384448,"Wyman Hydro","ME","45.070300000000003","-69.906400000000005"
1513,4413,"Caribou Generation Station","ME","46.847999999999999","-68.002600000000001"
1516,1030,"Squa Pan Hydro Station","ME","46.556477000000001","-68.325537999999995"
1552,494127.003,"C P Crane","MD","39.323604000000003","-76.365119000000007"
1553,17572,"Gould Street","MD","39.266300000000001","-76.604699999999994"
1554,1379382.043,"Herbert A Wagner","MD","39.178100000000001","-76.526799999999994"
1555,7430,"Notch Cliff","MD","39.421700000000001","-76.508700000000005"
1556,116870,"Perryman","MD","39.442836","-76.221761000000001"
1557,13387,"Philadelphia","MD","39.2986","-76.563599999999994"
1559,22493,"Riverside (MD)","MD","39.236899999999999","-76.513300000000001"
1560,6204,"Westport","MD","39.271900000000002","-76.618600000000001"
1563,2243,"Crisfield","MD","37.9833","-75.833299999999994"
1564,15583,"Vienna Operations","MD","38.4878","-75.820800000000006"
1567,20876,"Deep Creek","MD","39.523000000000003","-79.412999999999997"
1571,2973630.957,"Chalk Point LLC","MD","38.544400000000003","-76.686099999999996"
1572,1266926.984,"Dickerson","MD","39.209699999999998","-77.464399999999998"
1573,6181301.016,"Morgantown Generating Plant","MD","38.359200000000001","-76.976699999999994"
1574,1594647,"Conowingo","MD","39.657200000000003","-76.175200000000004"
1580,4961,"Easton","MD","38.778599999999997","-76.076899999999995"
1586,2769,"Exelon Framingham LLC","MA","42.267200000000003","-71.398300000000006"
1587,811,"Exelon L Street","MA","42.339199999999998","-71.035300000000007"
1588,1840071,"Mystic Generating Station","MA","42.390799999999999","-71.067499999999995"
1590,5769154,"Pilgrim Nuclear Power Station","MA","41.943800000000003","-70.578000000000003"
1592,7776,"Exelon Medway LLC","MA","42.140028000000001","-71.446440999999993"
1595,1579727.011,"Kendall Square Station","MA","42.363300000000002","-71.0792"
1597,178,"Oak Bluffs Diesel Generating Facility","MA","41.450800000000001","-70.554699999999997"
1599,373544.002,"Canal","MA","41.769399999999997","-70.509699999999995"
1603,12059,"Boatlock","MA","42.208599999999997","-72.601399999999998"
1604,3602,"Chemical","MA","42.191899999999997","-72.609700000000004"
1605,98741,"Hadley Falls","MA","42.2119","-72.6036"
1606,5236,"Mount Tom","MA","42.2806","-72.605500000000006"
1607,33433,"Riverside Holyoke","MA","42.200592","-72.594431999999998"
1615,168,"Nantucket","MA","41.258299999999998","-70.051699999999997"
1619,2717648.991,"Brayton Point","MA","41.710299999999997","-71.193100000000001"
1620,53059,"Deerfield 5","MA","42.691180000000003","-72.956100000000006"
1626,259756.004,"Salem Harbor","MA","42.525599999999997","-70.877200000000002"
1629,330568,"Cabot","MA","42.587499999999999","-72.579300000000003"
1630,19131,"Cobble Mountain","MA","42.117111999999999","-72.864662999999993"
1631,215,"Doreen","MA","42.443300000000001","-73.205799999999996"
1634,1213,"Gardners Falls","MA","42.5914","-72.730800000000002"
1637,14273,"Putts Bridge","MA","42.157896000000001","-72.486429999999999"
1638,8595,"Redbridge","MA","42.176046999999997","-72.409520999999998"
1642,44225,"NAEA Energy Massachusetts LLC","MA","42.094999999999999","-72.594999999999999"
1643,126,"Woodland Road","MA","42.336215000000003","-73.235485999999995"
1660,80481,"Potter Station 2","MA","42.234999999999999","-70.967200000000005"
1670,619,"High Street Station","MA","42.698599999999999","-70.869699999999995"
1678,10647,"Waters River","MA","42.542949","-70.928314"
1682,139723.999,"Cleary Flood","MA","41.865299999999998","-71.106099999999998"
1693,30711,"Alcona","MI","44.561960999999997","-83.804505000000006"
1694,13444,"Allegan Dam","MI","42.563803","-85.953975999999997"
1695,1888680.008,"B C Cobb","MI","43.258768000000003","-86.242267999999996"
1698,68329,"C W Tippy","MI","44.259135000000001","-85.939565000000002"
1700,29612,"Cooke","MI","44.472624000000003","-83.571946999999994"
1701,25964,"Croton","MI","43.437322000000002","-85.664462"
1702,2048505.96,"Dan E Karn","MI","43.644995999999999","-83.840074000000001"
1704,24376,"Five Channels","MI","44.455517999999998","-83.676274000000006"
1705,30345,"Foote","MI","44.435381","-83.440721999999994"
1706,11373,"Gaylord - Consumers","MI","45.0306","-84.703900000000004"
1707,108301,"Hardy","MI","43.486618","-85.629866000000007"
1708,55117,"Hodenpyl","MI","44.362859999999998","-85.819968000000003"
1710,8591310.967,"J H Campbell","MI","42.910296000000002","-86.200739999999996"
1712,17766,"Loud","MI","44.463099999999997","-83.720799999999997"
1713,-700889,"Ludington","MI","43.894199999999998","-86.444699999999997"
1714,16325,"Mio","MI","44.661113999999998","-84.131691000000004"
1715,5822926,"Palisades","MI","42.323","-86.314599999999999"
1716,25367,"Rogers","MI","43.613000999999997","-85.479468999999995"
1718,2606,"Straits","MI","45.766858999999997","-84.756601000000003"
1719,-795,"Thetford","MI","43.156745999999998","-83.628589000000005"
1720,1710906.971,"J C Weadock","MI","43.639927","-83.844712000000001"
1722,11249,"Webber","MI","42.952800000000003","-84.902500000000003"
1723,1818778.956,"J R Whiting","MI","41.792113999999998","-83.449479999999994"
1725,71,"Colfax","MI","42.658653000000001","-84.095180999999997"
1728,12639,"Delray","MI","42.294699999999999","-83.101900000000001"
1729,7793433,"Fermi","MI","41.963099999999997","-83.258099999999999"
1730,6482,"Hancock","MI","42.549700000000001","-83.442499999999995"
1733,15294861.534,"Monroe (MI)","MI","41.890599999999999","-83.346400000000003"
1734,490,"Northeast (MI)","MI","42.45","-83.0381"
1735,-379,"Oliver","MI","43.8264","-83.238299999999995"
1737,173,"Placid 12","MI","42.710599999999999","-83.456900000000005"
1739,116,"Putnam (MI)","MI","42.710799999999999","-83.456100000000006"
1740,2295855,"River Rouge","MI","42.273899999999998","-83.111900000000006"
1741,-133,"Slocum","MI","42.122500000000002","-83.185000000000002"
1743,5415935.965,"St Clair","MI","42.764200000000002","-82.471900000000005"
1744,-219,"Superior","MI","42.2639","-83.642200000000003"
1745,2535808.046,"Trenton Channel","MI","42.121699999999997","-83.180800000000005"
1746,46,"Wilmot","MI","43.456600000000002","-83.188900000000004"
1750,329,"Manistique","MI","45.955013999999998","-86.256291000000004"
1751,220031,"Edison Sault","MI","46.516199999999998","-84.372900000000001"
1753,31827,"Berrien Springs","MI","41.943899999999999","-86.328900000000004"
1754,17973,"Buchanan (MI)","MI","41.839565999999998","-86.351050000000001"
1756,12243,"Saxon Falls","WI","46.539200000000001","-90.374200000000002"
1757,10281,"Superior Falls","MI","46.564601000000003","-90.416146999999995"
1760,5139,"Constantine","MI","41.843600000000002","-85.669399999999996"
1761,8146,"Mottville","MI","41.805599999999998","-85.750500000000002"
1769,1892723.032,"Presque Isle","MI","46.578899999999997","-87.394999999999996"
1771,24839,"Escanaba","MI","45.771667000000001","-87.063922000000005"
1772,118046,"John H Warden","MI","46.755299999999998","-88.455799999999996"
1773,5400,"Prickett","MI","46.726100000000002","-88.662499999999994"
1774,63170,"Victoria Dam","MI","46.696399999999997","-89.2089"
1775,16591,"Brule","WI","45.947200000000002","-88.218900000000005"
1776,37223,"Chalk Hill","MI","45.513599999999997","-87.801100000000005"
1777,9650,"Hemlock Falls","MI","46.131100000000004","-88.224999999999994"
1778,29115,"Kingsford","MI","45.807955999999997","-88.125120999999993"
1780,32433,"Michigamme Falls","MI","45.955300000000001","-88.195800000000006"
1781,54309,"Peavy Falls","MI","45.990780999999998","-88.210514000000003"
1784,34331,"Twin Falls (MI)","MI","45.871899999999997","-88.069400000000002"
1785,2328,"Way Dam","MI","46.159199999999998","-88.235299999999995"
1786,36848,"White Rapids","MI","45.482084","-87.802177999999998"
1787,32827,"Grand Rapids","MI","45.354700000000001","-87.6494"
1818,-62,"Clinton","MI","42.072499999999998","-83.971400000000003"
1821,5252,"Crystal Falls","MI","46.106278000000003","-88.334530999999998"
1822,0,"Mistersky","MI","42.303899999999999","-83.090299999999999"
1825,174462.003,"J B Sims","MI","43.070599999999999","-86.234999999999999"
1826,-76,"Grand Haven Diesel Plant","MI","43.061188999999999","-86.236639999999994"
1827,0,"Hart","MI","43.706699999999998","-86.436700000000002"
1829,0,"Hillsdale","MI","41.906100000000002","-84.631900000000002"
1830,51238,"James De Young","MI","42.7956","-86.113299999999995"
1831,549251.998,"Eckert Station","MI","42.718389999999999","-84.558080000000004"
1832,935528.998,"Erickson Station","MI","42.692222000000001","-84.657222000000004"
1840,255,"Plant Four","MI","46.575964999999997","-87.403578999999993"
1842,13361,"James R Smith","MI","46.571638999999998","-87.410454999999999"
1843,303816.005,"Shiras","MI","46.530597999999998","-87.392206000000002"
1844,503,"Marshall (MI)","MI","42.271700000000003","-84.941100000000006"
1846,53,"Newberry","MI","46.593299999999999","-85.818299999999994"
1848,28665,"Norway (MI)","MI","45.788899999999998","-87.905799999999999"
1851,0,"Frank Jenkins","MI","42.864400000000003","-84.903099999999995"
1852,666,"St Louis","MI","43.401899999999998","-84.601399999999998"
1853,2,"Main Street (MI)","MI","43.728900000000003","-83.436700000000002"
1855,41,"Sturgis City  Diesel Plant","MI","41.799199999999999","-85.425600000000003"
1856,8771,"Hydro Plant","MI","41.9711","-85.5381"
1865,158761,"Saint Marys Falls","MI","46.506250000000001","-84.349266999999998"
1866,104020,"Wyandotte","MI","42.208100000000002","-83.145300000000006"
1867,-344,"Zeeland","MI","42.806699999999999","-86.055800000000005"
1868,217,"Dafter","MI","46.3292","-84.384699999999995"
1871,7286,"Kleber","MI","45.391984000000001","-84.333257000000003"
1873,75,"Tower","MI","45.362819999999999","-84.294970000000006"
1874,0,"Caro","MI","43.4878","-83.388099999999994"
1875,0.98,"Ubly","MI","43.680599999999998","-82.947800000000001"
1877,7777,"George Johnson","MI","43.839300000000001","-85.426000000000002"
1880,548,"Claude Vandyke","MI","42.731000000000002","-85.855099999999993"
1881,654,"Vestaburg","MI","43.401600000000002","-84.914100000000005"
1888,880,"Fox Lake","MN","43.672800000000002","-94.707499999999996"
1889,-119,"Hills","MN","43.528874000000002","-96.364722"
1891,346845.999,"Syl Laskin","MN","47.5306","-92.161900000000003"
1892,100393,"Blanchard","MN","45.861400000000003","-94.359200000000001"
1893,7359661.032,"Clay Boswell","MN","47.261099999999999","-93.652799999999999"
1894,34370,"Fond Du Lac","MN","46.666767999999998","-92.293897000000001"
1895,8397,"Knife Falls","MN","46.726627000000001","-92.448618999999994"
1896,34311,"Little Falls (MN)","MN","45.975012999999997","-94.369094000000004"
1897,19635,"M L Hibbard","MN","46.735331000000002","-92.151711000000006"
1898,9891,"Pillager","MN","46.316032999999997","-94.484943999999999"
1899,5684,"Scanlon","MN","46.709125999999998","-92.421733000000003"
1900,10928,"Sylvan","MN","46.305","-94.377499999999998"
1901,11395,"Thomson","MN","46.655000000000001","-92.333299999999994"
1902,19602,"Winton","MN","47.934399999999997","-91.763900000000007"
1904,1842094.031,"Black Dog","MN","44.8108","-93.250100000000003"
1910,-290,"Granite City","MN","45.575600000000001","-94.140799999999999"
1911,63382,"Hennepin Island","MN","44.982359000000002","-93.254163000000005"
1912,1016760,"High Bridge","MN","44.931399999999996","-93.111699999999999"
1913,2572,"Inver Hills","MN","44.780999999999999","-93.042000000000002"
1914,-388,"Key City","MN","44.197400000000002","-94.007800000000003"
1915,2992941.966,"Allen S King","MN","45.03","-92.778599999999997"
1922,4323966,"Monticello Nuclear Facility","MN","45.333799999999997","-93.849299999999999"
1925,8383200,"Prairie Island","MN","44.622","-92.633300000000006"
1926,109528,"Red Wing","MN","44.569200000000002","-92.516912000000005"
1927,1007621.999,"Riverside (MN)","MN","45.020299999999999","-93.275300000000001"
1929,52,"St James","MN","43.621667000000002","-95.678888999999998"
1934,106945,"Wilmarth","MN","44.1967","-94.000900000000001"
1943,586234.999,"Hoot Lake","MN","46.290641000000001","-96.043251999999995"
1956,38,"Adrian","MN","43.639167","-95.943611000000004"
1958,7.84,"Alexandria","MN","45.889167","-95.379722000000001"
1961,0,"Austin Northeast","MN","43.7014","-92.962599999999995"
1964,71,"Benson City of","MN","45.314444000000002","-95.602777000000003"
1966,131,"Blooming Prairie","MN","43.922499999999999","-93.124700000000004"
1967,42,"Blue Earth","MN","43.637500000000003","-94.101667000000006"
1969,42.14,"Delano","MN","45.041378000000002","-93.790521999999996"
1970,38,"Detroit Lakes","MN","46.817500000000003","-95.843333000000001"
1971,26490,"Elk River City of","MN","45.315800000000003","-93.578100000000006"
1972,9,"Fairfax","MN","44.527799999999999","-94.721699999999998"
1973,15271,"Fairmont (MN)","MN","43.657899999999998","-94.464699999999993"
1975,342,"Glencoe","MN","44.770899999999997","-94.158199999999994"
1976,180,"Grand Marais","MN","47.775799999999997","-90.339200000000005"
1977,2175,"Granite Falls","MN","44.811684999999997","-95.534549999999996"
1979,146028.982,"Hibbing","MN","47.429400000000001","-92.935000000000002"
1980,15483,"Hutchinson Plant #1","MN","44.895741000000001","-94.368432999999996"
1982,49.98,"Janesville","MN","44.112200000000001","-93.694400000000002"
1983,13,"Kenyon Municipal","MN","44.268900000000002","-92.971400000000003"
1985,51,"Lake Crystal","MN","44.106887999999998","-94.219696999999996"
1987,325,"Lanesboro","MN","43.720025999999997","-91.977738000000002"
1989,392,"Litchfield","MN","45.115000000000002","-94.528099999999995"
1990,50,"Luverne","MN","43.654443999999998","-96.201943999999997"
1993,75,"Marshall (MN)","MN","44.446584999999999","-95.792118000000002"
1994,0,"Melrose","MN","45.674999999999997","-94.815276999999995"
1995,0,"Moorhead","MN","46.853611000000001","-96.731110999999999"
1996,284,"Moose Lake","MN","46.448900000000002","-92.781400000000005"
1997,295,"Mora","MN","45.895800000000001","-93.294200000000004"
1998,3924,"Mountain Lake","MN","43.9405","-94.943399999999997"
1999,-1327,"New Prague","MN","44.540300000000002","-93.580600000000004"
2001,2705,"New Ulm","MN","44.315899999999999","-94.458100000000002"
2002,407.68,"North Branch (MN)","MN","45.5017","-92.968599999999995"
2003,724.22,"Owatonna","MN","44.083300000000001","-93.23"
2004,91,"Preston (MN)","MN","43.672199999999997","-92.084699999999998"
2005,-8,"Princeton (MN)","MN","45.573099999999997","-93.576099999999997"
2007,11687,"Rochester Hydro","MN","44.212980999999999","-92.480176999999998"
2008,-4901,"Silver Lake","MN","44.028179999999999","-92.460376999999994"
2009,464.52,"Redwood Falls","MN","44.543100000000003","-95.117800000000003"
2011,25,"Sleepy Eye","MN","44.298099999999998","-94.574399999999997"
2012,98,"Springfield (MN)","MN","44.244700000000002","-94.975800000000007"
2014,2308,"Thief River Falls","MN","48.114261999999997","-96.179175999999998"
2015,11,"Truman","MN","43.828415","-94.436908000000003"
2018,93358,"Virginia","MN","47.522427999999998","-92.540951000000007"
2020,83,"Wells IC","MN","43.744529999999997","-93.724129000000005"
2021,25,"Westbrook","MN","44.039900000000003","-95.442899999999995"
2022,36325,"Willmar","MN","45.121704999999999","-95.053235999999998"
2023,34,"Windom","MN","43.868110000000001","-95.114444000000006"
2024,16310,"Worthington","MN","43.633490000000002","-95.609234000000001"
2038,32339,"Cambridge CT","MN","45.600999999999999","-93.208100000000002"
2039,176694,"Elk River","MN","45.296796999999998","-93.558447000000001"
2042,452,"Maple Lake","MN","45.229073","-94.009673000000006"
2047,1093264,"Chevron Oil","MS","30.34","-88.491900000000001"
2048,9257,"Sweatt","MS","32.292499999999997","-88.746099999999998"
2049,4212372.978,"Jack Watson","MS","30.4392","-89.028599999999997"
2050,24831,"Baxter Wilson","MS","32.283099999999997","-90.930599999999998"
2053,63678,"Rex Brown","MS","32.356954000000002","-90.212969999999999"
2059,223,"L L Wilkins","MS","34.1845","-90.562662000000003"
2062,8743,"Henderson","MS","33.517315000000004","-90.209660999999997"
2063,0,"Wright","MS","33.516582999999997","-90.183336999999995"
2067,226,"Yazoo","MS","32.845799999999997","-90.421099999999996"
2068,593,"Benndale","MS","30.8889","-88.805400000000006"
2070,888461,"Moselle","MS","31.527999999999999","-89.300399999999996"
2071,15,"Paulding","MS","32.030155000000001","-89.085549999999998"
2076,1060478.002,"Asbury","MO","37.361314999999998","-94.589259999999996"
2079,3413179.022,"Hawthorn","MO","39.130600000000001","-94.477800000000002"
2080,2870968.965,"Montrose","MO","38.311399999999999","-93.934799999999996"
2081,1055,"Northeast (MO)","MO","39.122799999999998","-94.560599999999994"
2082,113,"Fairgrounds","MO","38.593499999999999","-92.220600000000005"
2083,7,"Kirksville","MO","40.224525","-92.584928000000005"
2090,-80,"Nevada","MO","37.850299999999997","-94.344399999999993"
2092,8132,"Ralph Green","MO","38.787579999999998","-94.277688999999995"
2094,1522599.96,"Sibley","MO","39.178319000000002","-94.184444999999997"
2098,247561.001,"Lake Road (MO)","MO","39.724600000000002","-94.877300000000005"
2099,686,"Niangua","MO","37.938499999999998","-92.847701000000001"
2102,22,"Howard Bend","MO","38.681797000000003","-90.540047999999999"
2103,15183698.224,"Labadie","MO","38.562244","-90.837686000000005"
2104,5042597.958,"Meramec","MO","38.401699999999998","-90.335800000000006"
2106,232190,"Osage Dam","MO","38.2044","-92.623900000000006"
2107,4964295.008,"Sioux","MO","38.915478999999998","-90.290246999999994"
2108,-135904,"Taum Sauk","MO","37.520833000000003","-90.834721999999999"
2113,0,"Albany","MO","40.247799999999998","-94.330299999999994"
2115,37.24,"Butler","MO","38.264408000000003","-94.344385000000003"
2121,-624,"Carthage","MO","37.165300000000002","-94.308899999999994"
2122,394,"Chillicothe","MO","39.783388000000002","-93.564111999999994"
2123,70845.68,"Columbia (MO)","MO","38.964646000000002","-92.316767999999996"
2124,5958,"Stockton Hydro","MO","37.693600000000004","-93.769099999999995"
2126,448,"Fulton (MO)","MO","38.868094999999997","-91.947779999999995"
2127,8,"Gallatin (MO)","MO","39.914400000000001","-93.9619"
2131,185,"Higginsville","MO","39.073315000000001","-93.714748"
2132,52487,"Blue Valley","MO","39.091900000000003","-94.326099999999997"
2134,78,"Jackson Square","MO","39.094574000000001","-94.411522000000005"
2135,2228,"Station H","MO","39.106699999999996","-94.380399999999995"
2136,105,"Station I","MO","39.055954","-94.392956999999996"
2137,132,"Jackson (MO)","MO","37.384700000000002","-89.660600000000002"
2138,1,"Kahoka","MO","40.422499999999999","-91.720600000000005"
2139,1322,"Kennett","MO","36.243099999999998","-90.049499999999995"
2140,4,"La Plata","MO","40.0122","-92.507499999999993"
2141,0,"Macon","MO","39.7378","-92.468900000000005"
2142,30,"Malden","MO","36.553100000000001","-89.968199999999996"
2144,152,"Marshall (MO)","MO","39.122799999999998","-93.206400000000002"
2145,22,"Memphis","MO","40.375","-92.125"
2146,0,"Monroe (MO)","MO","39.652500000000003","-91.799400000000006"
2148,0,"Odessa","MO","38.997852000000002","-93.965655999999996"
2150,0,"Palmyra Municipal","MO","39.796100000000003","-91.555599999999998"
2161,713733.004,"James River Power Station","MO","37.108611000000003","-93.261944"
2164,4,"Unionville City of","MO","40.476742000000002","-93.010018000000002"
2165,0,"Vandalia","MO","39.203600000000002","-91.861000000000004"
2166,368917,"Table Rock","MO","36.597000000000001","-93.308599999999998"
2167,8332091.028,"New Madrid","MO","36.514699999999998","-89.561700000000002"
2168,7945918.039,"Thomas Hill","MO","39.552199999999999","-92.638099999999994"
2171,0,"Missouri City","MO","39.231534000000003","-94.307979000000003"
2176,1911,"Glendive GT","MT","47.053899999999999","-104.74"
2177,365,"Miles City GT","MT","46.411200000000001","-105.7953"
2181,120985,"Black Eagle","MT","47.521331000000004","-111.261442"
2182,244510,"Cochrane","MT","47.537500000000001","-111.194969"
2185,111830,"Hauser","MT","46.765940999999998","-111.88734100000001"
2186,249642,"Holter","MT","46.991500000000002","-112.0047"
2187,580510.997,"J E Corette Plant","MT","45.775620000000004","-108.480999"
2188,1159340,"Kerr","MT","47.677700000000002","-114.23390000000001"
2191,254979,"Morony","MT","47.581736999999997","-111.06089799999999"
2192,57106,"Mystic","MT","45.225740999999999","-109.762489"
2193,367241,"Rainbow (MT)","MT","47.534399999999998","-111.2045"
2194,468992,"Ryan","MT","47.569938999999998","-111.122546"
2195,529751,"Thompson Falls","MT","47.593155000000003","-115.358237"
2196,124,"Old Faithful","WY","44.453299999999999","-110.8347"
2199,1968070,"Noxon Rapids","MT","47.953888999999997","-115.733611"
2203,1004871,"Hungry Horse","MT","48.341521","-114.01443"
2204,1095850,"Yellowtail","MT","45.307406","-107.957515"
2214,8,"Ansley","NE","41.352800000000002","-99.497799999999998"
2215,232,"Auburn","NE","40.388300000000001","-95.846400000000003"
2216,2,"Arnold","NE","41.423889000000003","-100.19416699999999"
2217,20,"Beaver City","NE","40.138100000000001","-99.827200000000005"
2221,137,"Broken Bow","NE","41.403100000000002","-99.639200000000002"
2222,26,"Burwell","NE","41.914400000000001","-98.990600000000001"
2223,39,"Cambridge","NE","40.226700000000001","-100.1358"
2225,0,"Campbell Village","NE","40.371699999999997","-98.723600000000005"
2226,3231,"Canaday","NE","40.694200000000002","-99.701099999999997"
2227,96153,"Jeffrey","NE","40.959404999999997","-100.39790499999999"
2228,65159,"Johnson 1","NE","40.693600000000004","-99.817800000000005"
2229,81809,"Johnson 2","NE","40.683900000000001","-99.744699999999995"
2230,6,"Chappell","NE","41.105600000000003","-102.47029999999999"
2231,91,"Crete","NE","40.625300000000003","-96.955799999999996"
2232,6,"Curtis","NE","40.6325","-100.51472200000001"
2233,136,"David City","NE","41.254652","-97.119202000000001"
2234,0,"Deshler","NE","40.140799999999999","-97.7239"
2235,25,"Emerson","NE","42.276400000000002","-96.728899999999996"
2236,103,"Fairbury","NE","40.133871999999997","-97.184286"
2237,386,"Falls City","NE","40.055","-95.6083"
2238,97,"Franklin (NE)","NE","40.095300000000002","-98.954400000000007"
2240,473866.996,"Lon Wright","NE","41.428100000000001","-96.462299999999999"
2241,-1471,"C W Burdick","NE","40.922800000000002","-98.326899999999995"
2243,-37,"Don Henry","NE","40.583154999999998","-98.420055000000005"
2244,-931,"North Denver","NE","40.598838999999998","-98.388630000000006"
2249,2,"Laurel","NE","42.430539000000003","-97.090813999999995"
2250,203,"J Street","NE","40.807879999999997","-96.710667000000001"
2253,0,"Lyons","NE","41.9375","-96.473100000000002"
2255,-941,"Nebraska City # 1","NE","40.680599999999998","-95.847499999999997"
2256,-389,"Syracuse # 2","NE","40.675600000000003","-96.177778000000004"
2260,132105,"Columbus","NE","41.463900000000002","-97.328299999999999"
2265,5392,"Hallam","NE","40.558900000000001","-96.784700000000001"
2266,654,"Hebron","NE","40.187927999999999","-97.577856999999995"
2268,230,"Kearney","NE","40.703510999999999","-99.100752999999997"
2271,713,"McCook","NE","40.221400000000003","-100.6508"
2273,26198,"Monroe (NE)","NE","41.487200000000001","-97.607799999999997"
2274,50689,"North Platte","NE","41.086399999999998","-100.7594"
2277,1259591.991,"Sheldon","NE","40.558900000000001","-96.784700000000001"
2278,12646,"Spencer Hydro","NE","42.809336999999999","-98.656283000000002"
2289,4184503,"Fort Calhoun","NE","41.520522","-96.077511000000001"
2290,294,"Jones Street","NE","41.251488000000002","-95.922681999999995"
2291,3060377.049,"North Omaha","NE","41.329090000000001","-95.944659999999999"
2292,34804,"Sarpy County","NE","41.170594000000001","-95.970602999999997"
2294,321,"Ord","NE","41.602499999999999","-98.928299999999993"
2295,66,"Oxford (NE)","NE","40.258099999999999","-99.610799999999998"
2296,19,"Pender","NE","42.090299999999999","-96.776899999999998"
2297,24,"Plainview Muncipal Power","NE","42.35","-97.790555999999995"
2299,60,"Red Cloud","NE","40.096400000000003","-98.522800000000004"
2300,6,"Sargent","NE","41.639200000000002","-99.374200000000002"
